state,name,age,pop10,pop11,pop12,pop13,pop14,property
56,Wyoming,17,7462,7423,7364,7355,7421,20
0,United States,18,4475045,4387329,4345329,4279458,4209973,20
1,Alabama,18,69329,66186,65593,64393,61614,20
2,Alaska,18,10282,9990,9710,9468,9424,20
3,Arizona,18,93640,90988,91156,90738,90768,20
5,Arkansas,18,40928,39515,38626,37902,38228,20
6,California,18,571239,555308,554181,544619,533920,20
8,Colorado,18,69469,70011,69664,69190,68837,20
9,Connecticut,18,51280,54656,54286,53251,52501,20
10,Delaware,18,13647,13466,13416,13054,12639,20
11,District of Columbia,18,9727,9874,9683,9452,9157,20
12,Florida,18,249223,240856,238087,236065,233555,20
13,Georgia,18,143041,141140,141331,137384,136119,20
15,Hawaii,18,16678,16376,16199,15843,15507,20
16,Idaho,18,23103,22466,22250,22079,22229,20
17,Illinois,18,183514,179913,177818,174611,169483,20
18,Indiana,18,95378,89994,89211,88302,87076,20
19,Iowa,18,44260,43273,42911,42325,42163,20
20,Kansas,18,40996,40067,39641,39327,39122,20
21,Kentucky,18,59988,57909,57060,56713,55826,20
22,Louisiana,18,65906,62842,61569,59556,58335,20
23,Maine,18,18228,18196,17747,17112,16807,20
24,Maryland,18,83087,85041,82777,81638,79703,20
25,Massachusetts,18,100069,101835,100942,100606,98829,20
26,Michigan,18,151114,147204,144140,141046,137269,20
27,Minnesota,18,74596,73711,72922,71404,70276,20
28,Mississippi,18,45448,43603,42557,41779,40811,20
29,Missouri,18,85290,80904,79745,77608,76404,20
30,Montana,18,13588,13237,13012,12659,12518,20
31,Nebraska,18,26278,25738,25662,25428,25014,20
32,Nevada,18,35784,33800,34184,34547,34084,20
33,New Hampshire,18,19303,19677,19258,18957,18518,20
34,New Jersey,18,118530,119822,118196,116377,114004,20
35,New Mexico,18,30685,29709,28999,28199,27364,20
36,New York,18,281200,281828,277349,271704,264080,20
37,North Carolina,18,134176,134292,133230,131531,129846,20
38,North Dakota,18,9786,9809,9879,9902,9952,20
39,Ohio,18,167040,161080,157868,154984,152297,20
40,Oklahoma,18,53386,50944,50739,49884,49256,20
41,Oregon,18,51773,49912,49580,49071,48714,20
42,Pennsylvania,18,188604,185316,182081,177607,172897,20
44,Rhode Island,18,17637,17715,17514,17051,16816,20
45,South Carolina,18,66519,64649,63341,61954,60771,20
46,South Dakota,18,11695,11434,11373,11206,11267,20
47,Tennessee,18,88162,85162,84747,83145,82077,20
48,Texas,18,376946,370821,371535,370774,370589,20
49,Utah,18,45041,42932,43139,43847,43796,20
50,Vermont,18,10020,10362,10111,10050,9613,20
51,Virginia,18,112475,113276,112391,110732,108512,20
53,Washington,18,93316,89576,88315,86657,86207,20
54,West Virginia,18,24838,23408,23016,22915,22484,20
55,Wisconsin,18,81135,80145,79041,77237,75724,20
56,Wyoming,18,7668,7361,7547,7575,6971,20
0,United States,19,4521326,4473487,4382504,4336314,4274100,20
1,Alabama,19,72220,68679,66189,65916,64161,20
2,Alaska,19,9406,9637,9144,8854,8844,20
3,Arizona,19,94291,92684,90368,90256,91037,20
5,Arkansas,19,42823,41369,39670,39038,38394,20
6,California,19,566191,545408,531672,529027,521560,20
8,Colorado,19,70291,71353,71375,71106,70377,20
9,Connecticut,19,50135,52494,54472,54115,53108,20
10,Delaware,19,13988,13600,13454,13297,12992,20
11,District of Columbia,19,13124,13124,13304,12966,12811,20
12,Florida,19,251897,242575,233065,231205,228831,20
13,Georgia,19,143562,143374,143152,140578,138394,20
15,Hawaii,19,16426,15955,15453,15618,15105,20
16,Idaho,19,22672,22390,21743,21508,21410,20
17,Illinois,19,178839,179355,175610,173368,170139,20
18,Indiana,19,102185,103633,98345,97686,96558,20
19,Iowa,19,48443,50207,48959,48928,48280,20
20,Kansas,19,42413,43618,42847,42289,41910,20
21,Kentucky,19,61705,60047,58059,57687,57165,20
22,Louisiana,19,67632,64186,61290,60217,58026,20
23,Maine,19,18167,18110,17971,17469,16965,20
24,Maryland,19,80414,80247,80755,79194,77624,20
25,Massachusetts,19,106281,108671,109256,109284,108391,20
26,Michigan,19,151045,145839,141740,138425,135619,20
27,Minnesota,19,73634,76905,75455,73990,72880,20
28,Mississippi,19,46708,45374,43898,43557,42456,20
29,Missouri,19,87654,87479,83367,81580,80378,20
30,Montana,19,13914,14526,14089,13795,13560,20
31,Nebraska,19,27394,29005,28565,28158,28138,20
32,Nevada,19,34145,32105,31003,30879,31306,20
33,New Hampshire,19,19603,20289,20471,19909,19713,20
34,New Jersey,19,108705,110508,111084,109605,107624,20
35,New Mexico,19,30132,30277,29345,28566,27869,20
36,New York,19,287701,278522,277134,273181,267138,20
37,North Carolina,19,136645,136543,136607,135165,133365,20
38,North Dakota,19,12019,12694,12641,13053,12829,20
39,Ohio,19,169015,167960,162349,159144,156623,20
40,Oklahoma,19,55486,55073,52797,52297,51610,20
41,Oregon,19,52716,50850,49336,48317,48290,20
42,Pennsylvania,19,197486,195999,192066,188748,184687,20
44,Rhode Island,19,19825,19124,19173,18862,18733,20
45,South Carolina,19,71635,69155,67100,65589,63894,20
46,South Dakota,19,12428,13245,12944,12889,12583,20
47,Tennessee,19,89801,87608,84921,84030,82577,20
48,Texas,19,369977,374785,368820,369795,367740,20
49,Utah,19,45339,44101,42007,42443,41907,20
50,Vermont,19,11261,11675,11877,11643,11558,20
51,Virginia,19,114746,114892,114862,113155,111951,20
53,Washington,19,92260,89615,86606,85022,84057,20
54,West Virginia,19,26244,25137,23854,23552,23237,20
55,Wisconsin,19,82528,85540,84452,83488,81945,20
56,Wyoming,19,8175,7946,7788,7871,7751,20
0,United States,20,4501479,4538720,4489348,4395655,4353919,20
1,Alabama,20,72732,72753,69627,67485,66698,20
2,Alaska,20,9647,10461,10222,9959,9641,20
3,Arizona,20,93881,95603,93614,90982,91472,20
5,Arkansas,20,43314,43959,41972,40709,39963,20
6,California,20,571459,574055,553451,536782,535547,20
8,Colorado,20,69015,69046,70163,70500,69749,20
9,Connecticut,20,48751,50247,52382,54719,54280,20
10,Delaware,20,13799,13268,12870,12639,12503,20
11,District of Columbia,20,12271,11620,11714,11866,11466,20
12,Florida,20,257672,259477,247907,239051,238480,20
13,Georgia,20,141757,142992,144329,140536,139565,20
15,Hawaii,20,17056,17512,16911,16341,16474,20
16,Idaho,20,22080,21777,21425,20949,20866,20
17,Illinois,20,177937,180032,181002,177224,175083,20
18,Indiana,20,100085,103340,104535,99222,98981,20
19,Iowa,20,47527,48816,49819,48673,48308,20
20,Kansas,20,42424,44057,45641,44192,43873,20
21,Kentucky,20,61629,62774,61077,59414,58909,20
22,Louisiana,20,68434,69458,65967,63243,62209,20
23,Maine,20,17309,17098,17071,16918,16542,20
24,Maryland,20,80561,79883,78926,80080,77907,20
25,Massachusetts,20,102552,101585,103717,105537,104756,20
26,Michigan,20,151424,153732,148315,144581,141650,20
27,Minnesota,20,72549,72554,75674,74042,73353,20
28,Mississippi,20,45442,45912,44691,43537,42380,20
29,Missouri,20,86223,88236,88303,83910,83002,20
30,Montana,20,13712,14239,14724,14323,14023,20
31,Nebraska,20,26837,27768,29465,28753,28618,20
32,Nevada,20,35419,34849,33127,32057,32251,20
33,New Hampshire,20,18806,19545,20240,20380,19903,20
34,New Jersey,20,109421,110551,112758,113927,112108,20
35,New Mexico,20,29799,30381,30588,29472,28622,20
36,New York,20,293790,290336,280238,280721,275985,20
37,North Carolina,20,134170,135752,135894,135789,134065,20
38,North Dakota,20,11988,12239,12928,13091,12925,20
39,Ohio,20,165111,164500,163408,158150,155215,20
40,Oklahoma,20,55262,56689,56377,53836,53397,20
41,Oregon,20,53062,53748,51707,49975,49721,20
42,Pennsylvania,20,191560,187496,185806,182047,179090,20
44,Rhode Island,20,19410,18690,18265,18331,18187,20
45,South Carolina,20,71063,69846,67762,65834,64459,20
46,South Dakota,20,11711,12070,13015,12616,12346,20
47,Tennessee,20,89718,91552,89544,86507,86141,20
48,Texas,20,366914,375328,380382,373467,373679,20
49,Utah,20,43285,46041,44571,42863,42898,20
50,Vermont,20,10466,10804,11189,11405,11161,20
51,Virginia,20,113900,115154,115249,114922,113407,20
53,Washington,20,93130,93758,91548,87819,86931,20
54,West Virginia,20,26121,26388,25235,24044,23840,20
55,Wisconsin,20,81087,82567,85959,84466,83498,20
56,Wyoming,20,8207,8182,8044,7769,7792,20
0,United States,21,4312779,4521606,4561557,4509570,4418106,30
1,Alabama,21,68835,72824,73219,70383,67785,30
2,Alaska,21,9375,10313,10901,10947,10272,30
3,Arizona,21,89181,95892,97774,95157,93293,30
5,Arkansas,21,40927,43368,43743,41620,40452,30
6,California,21,548028,578333,581422,558029,543339,30
8,Colorado,21,66246,69707,70041,71189,71774,30
9,Connecticut,21,46070,46941,48270,50698,53015,30
10,Delaware,21,13094,13157,12543,12086,11997,30
11,District of Columbia,21,11446,10756,10277,10581,10671,30
12,Florida,21,247617,264504,264461,252751,245263,30
13,Georgia,21,135422,142863,145332,144222,141572,30
15,Hawaii,21,16644,17714,18191,17645,16935,30
16,Idaho,21,21552,22374,22115,21829,21406,30
17,Illinois,21,170644,177608,180101,181235,176926,30
18,Indiana,21,94686,98925,102266,103695,97932,30
19,Iowa,21,45046,47373,48204,49421,47968,30
20,Kansas,21,40065,41513,43477,44763,43293,30
21,Kentucky,21,58487,62543,63648,61897,60048,30
22,Louisiana,21,67044,70481,71446,68112,65223,30
23,Maine,21,16355,16420,16145,16183,16107,30
24,Maryland,21,76914,80011,78816,78472,79206,30
25,Massachusetts,21,97270,99112,97895,100664,101938,30
26,Michigan,21,140716,152728,155089,149499,146110,30
27,Minnesota,21,70590,71997,71955,75215,73838,30
28,Mississippi,21,43180,45917,46395,45253,43640,30
29,Missouri,21,82835,86651,88894,88840,84749,30
30,Montana,21,13375,14115,14662,15103,14692,30
31,Nebraska,21,25520,26591,27702,29299,28530,30
32,Nevada,21,34249,36886,36553,34574,33971,30
33,New Hampshire,21,18165,18428,19148,19848,20073,30
34,New Jersey,21,106628,111632,112824,115462,116234,30
35,New Mexico,21,27965,30216,30592,30740,29486,30
36,New York,21,281976,293823,289791,280749,280724,30
37,North Carolina,21,127402,132675,134887,135550,134896,30
38,North Dakota,21,11676,12622,12893,13731,13497,30
39,Ohio,21,157564,162303,161738,161261,156048,30
40,Oklahoma,21,52998,55830,57586,57124,54484,30
41,Oregon,21,50860,54059,54616,52388,51008,30
42,Pennsylvania,21,183216,185900,181432,179770,176297,30
44,Rhode Island,21,18318,18154,17593,17246,17439,30
45,South Carolina,21,67555,70628,69988,67819,65908,30
46,South Dakota,21,11489,11715,12044,13043,12484,30
47,Tennessee,21,86018,90762,93299,91082,88254,30
48,Texas,21,354177,373479,382137,386804,379804,30
49,Utah,21,44798,46504,49431,48243,46145,30
50,Vermont,21,9579,9714,10050,10542,10624,30
51,Virginia,21,110209,115584,117021,117002,116432,30
53,Washington,21,90098,94591,95604,92495,89901,30
54,West Virginia,21,24580,26413,26682,25508,24540,30
55,Wisconsin,21,78217,80526,82214,85527,83992,30
56,Wyoming,21,7878,8431,8450,8274,7891,30
0,United States,22,4208342,4337270,4548601,4589669,4537358,30
1,Alabama,22,66065,68925,73320,73828,70476,30
2,Alaska,22,9431,9958,10844,11619,11288,30
3,Arizona,22,86175,90977,97632,98990,96536,30
5,Arkansas,22,39565,41483,43517,44106,41830,30
6,California,22,539509,561015,591555,592906,570119,30
8,Colorado,22,67189,69129,72567,73049,75184,30
9,Connecticut,22,44624,43169,43839,45330,47612,30
10,Delaware,22,12265,13145,13131,12552,12186,30
11,District of Columbia,22,11762,11426,10854,10609,10980,30
12,Florida,22,240990,253439,269800,269106,257785,30
13,Georgia,22,131253,137075,145535,145626,146157,30
15,Hawaii,22,16733,17415,18523,19047,18387,30
16,Idaho,22,21418,22452,23168,23064,22989,30
17,Illinois,22,170099,171614,178997,181515,182546,30
18,Indiana,22,90162,91608,95721,99738,101073,30
19,Iowa,22,42442,44047,46138,47083,48239,30
20,Kansas,22,39391,39668,41524,43205,44391,30
21,Kentucky,22,56587,59296,63660,64708,62719,30
22,Louisiana,22,65807,68944,72320,73321,69714,30
23,Maine,22,15628,15689,15630,15354,15544,30
24,Maryland,22,76475,77127,79627,78463,77788,30
25,Massachusetts,22,94106,94017,95612,94721,97518,30
26,Michigan,22,133116,137558,150332,152985,147082,30
27,Minnesota,22,70089,70393,71690,72041,75496,30
28,Mississippi,22,40732,43432,46403,46923,45322,30
29,Missouri,22,80207,82276,86647,89084,88858,30
30,Montana,22,13335,13693,14556,15100,15497,30
31,Nebraska,22,25017,24588,25632,26829,28583,30
32,Nevada,22,34290,35966,38812,38426,36486,30
33,New Hampshire,22,16721,16431,16803,17629,18273,30
34,New Jersey,22,106479,106521,111794,112865,115357,30
35,New Mexico,22,27404,28235,30275,30440,30418,30
36,New York,22,276611,281333,292945,289969,279483,30
37,North Carolina,22,122277,127730,133010,135873,136617,30
38,North Dakota,22,11528,12592,13610,14268,14918,30
39,Ohio,22,151569,155172,159947,159962,159561,30
40,Oklahoma,22,51924,54290,57584,59284,58460,30
41,Oregon,22,49615,52102,55145,55560,53683,30
42,Pennsylvania,22,172720,175228,176877,172204,170941,30
44,Rhode Island,22,16323,16232,16242,15732,15489,30
45,South Carolina,22,62999,66683,70193,69615,67515,30
46,South Dakota,22,11274,11185,11498,11929,12848,30
47,Tennessee,22,83260,87416,92944,95394,93090,30
48,Texas,22,353736,365875,385044,394558,399039,30
49,Utah,22,46029,48062,50095,53364,51835,30
50,Vermont,22,8668,8258,8441,8853,9382,30
51,Virginia,22,107792,110548,115499,116438,116143,30
53,Washington,22,89363,93827,98094,99234,96907,30
54,West Virginia,22,23166,24456,26343,26497,25234,30
55,Wisconsin,22,76756,77357,79691,81845,85374,30
56,Wyoming,22,7666,8213,8941,8828,8406,30
0,United States,23,4140920,4239942,4371774,4585110,4625145,30
1,Alabama,23,64175,65837,68697,73216,73222,30
2,Alaska,23,9537,10256,10686,11687,12220,30
3,Arizona,23,85160,88667,93869,99898,102029,30
5,Arkansas,23,37999,39090,40745,42834,43341,30
6,California,23,534168,555184,577461,607222,608833,30
8,Colorado,23,68868,70059,72039,75836,77004,30
9,Connecticut,23,43393,42832,41271,42266,43726,30
10,Delaware,23,11464,12576,13461,13252,12809,30
11,District of Columbia,23,12979,12718,12427,11807,11866,30
12,Florida,23,236583,248411,260252,276549,276144,30
13,Georgia,23,129070,132738,139463,146014,147306,30
15,Hawaii,23,17292,17730,18438,19398,20072,30
16,Idaho,23,21002,21179,22405,23024,22928,30
17,Illinois,23,171400,171299,172946,180446,182505,30
18,Indiana,23,84527,86487,87885,92588,96426,30
19,Iowa,23,39240,39216,40848,42914,43760,30
20,Kansas,23,39085,38766,39390,41100,42786,30
21,Kentucky,23,55327,56896,59794,64319,65127,30
22,Louisiana,23,66200,66977,70237,73330,74287,30
23,Maine,23,14864,15308,15259,15279,14990,30
24,Maryland,23,77222,78771,78921,81624,80249,30
25,Massachusetts,23,91101,90909,90569,92931,91235,30
26,Michigan,23,125581,130022,135080,148198,150889,30
27,Minnesota,23,69171,68550,68627,70262,70395,30
28,Mississippi,23,39377,40115,42837,45964,45951,30
29,Missouri,23,79158,79120,81522,85986,88284,30
30,Montana,23,13005,13328,13747,14619,15155,30
31,Nebraska,23,24950,24640,24094,25126,26317,30
32,Nevada,23,35390,36340,38505,41059,40942,30
33,New Hampshire,23,15331,15141,14943,15298,16318,30
34,New Jersey,23,107739,107631,107615,113342,113813,30
35,New Mexico,23,27570,28031,28813,30661,30627,30
36,New York,23,275304,281231,285466,297674,294078,30
37,North Carolina,23,119314,123322,128726,134218,137095,30
38,North Dakota,23,10923,11080,12358,13604,14131,30
39,Ohio,23,145313,149699,153038,159004,158499,30
40,Oklahoma,23,51070,52002,54792,58121,59533,30
41,Oregon,23,49614,50621,53234,56117,56593,30
42,Pennsylvania,23,164538,169819,171547,173298,167702,30
44,Rhode Island,23,14375,15302,15415,15160,14773,30
45,South Carolina,23,59756,62555,66786,70472,69769,30
46,South Dakota,23,10989,11140,11029,11393,11797,30
47,Tennessee,23,82042,84493,89437,94785,97719,30
48,Texas,23,355620,364123,376602,396324,406343,30
49,Utah,23,46388,47895,50170,52357,55732,30
50,Vermont,23,7688,7691,7228,7485,7979,30
51,Virginia,23,106436,107521,110164,114883,115418,30
53,Washington,23,89135,92757,96650,101166,103336,30
54,West Virginia,23,22228,22738,23957,25769,25775,30
55,Wisconsin,23,74560,73520,73944,76346,78582,30
56,Wyoming,23,7699,7609,8385,8885,8735,30
0,United States,24,4170512,4174013,4275219,4409458,4622549,30
1,Alabama,24,62992,63159,64654,67667,72144,30
2,Alaska,24,10137,10301,10864,11438,12081,30
3,Arizona,24,85660,85467,88983,93932,100155,30
5,Arkansas,24,37895,37887,39008,40447,42409,30
6,California,24,538865,543728,565435,588340,618416,30
8,Colorado,24,71026,71038,72511,74731,79076,30
9,Connecticut,24,43617,43867,42987,41681,42691,30
10,Delaware,24,11460,11735,12831,13710,13378,30
11,District of Columbia,24,14208,14067,13780,13547,12897,30
12,Florida,24,236520,242261,253110,263964,281410,30
13,Georgia,24,129896,130224,134504,139936,147705,30
15,Hawaii,24,17361,18205,18528,19382,20048,30
16,Idaho,24,21042,20870,21177,22247,22964,30
17,Illinois,24,176595,172168,172330,174726,181250,30
18,Indiana,24,83581,82873,85006,86479,90998,30
19,Iowa,24,39331,37881,37860,39672,41567,30
20,Kansas,24,38660,37245,37245,37697,39131,30
21,Kentucky,24,55181,54693,56296,59282,63641,30
22,Louisiana,24,66800,66052,66870,70204,73419,30
23,Maine,24,14835,15085,15402,15334,15433,30
24,Maryland,24,78176,79453,81215,80901,83676,30
25,Massachusetts,24,92091,93225,93006,93092,95114,30
26,Michigan,24,122055,121304,126059,131264,144530,30
27,Minnesota,24,71371,69624,69150,69584,70913,30
28,Mississippi,24,38838,38325,39240,42021,44985,30
29,Missouri,24,80567,78638,78527,81183,85548,30
30,Montana,24,12715,12410,12790,13316,14076,30
31,Nebraska,24,25186,24430,24120,23641,24760,30
32,Nevada,24,36497,36743,38141,40112,42887,30
33,New Hampshire,24,15190,15225,14925,14751,15370,30
34,New Jersey,24,110229,110177,109545,109981,115709,30
35,New Mexico,24,27495,27388,27796,28404,29967,30
36,New York,24,280657,282176,287760,293067,304970,30
37,North Carolina,24,119617,120309,124285,130062,135549,30
38,North Dakota,24,10421,10075,10488,11933,12893,30
39,Ohio,24,145137,145554,149819,153784,159854,30
40,Oklahoma,24,51671,50595,51923,54678,57857,30
41,Oregon,24,50371,49815,50865,53465,56362,30
42,Pennsylvania,24,162906,166612,171415,173082,174049,30
44,Rhode Island,24,13520,14372,15360,15147,15053,30
45,South Carolina,24,59436,59655,62887,67022,70719,30
46,South Dakota,24,10898,10793,11047,10872,11139,30
47,Tennessee,24,82350,81779,85213,89696,95296,30
48,Texas,24,361059,363779,371874,384837,405007,30
49,Utah,24,45963,44077,45608,48176,50049,30
50,Vermont,24,7226,7374,7338,6974,7167,30
51,Virginia,24,108003,108449,109501,112119,116276,30
53,Washington,24,91286,91784,95237,98854,104282,30
54,West Virginia,24,21677,21804,22263,23372,25237,30
55,Wisconsin,24,74328,71597,70741,71286,73608,30
56,Wyoming,24,7914,7666,7700,8366,8834,30
0,United States,25,4221032,4201927,4208137,4311735,4445674,30
1,Alabama,25,62794,61996,62050,63793,66622,30
2,Alaska,25,10431,10676,10752,11390,11668,30
3,Arizona,25,87241,85955,86056,89577,94399,30
5,Arkansas,25,38068,37799,37769,38736,40174,30
6,California,25,548675,545757,552126,573723,597347,30
8,Colorado,25,72758,73500,73734,75567,77853,30
9,Connecticut,25,43404,44089,44240,43389,42069,30
10,Delaware,25,11452,11787,11898,13176,13833,30
11,District of Columbia,25,14552,14786,14618,14498,14321,30
12,Florida,25,239179,240528,246377,256137,267646,30
13,Georgia,25,131928,131154,131819,135113,141340,30
15,Hawaii,25,17583,18184,18996,19150,19863,30
16,Idaho,25,21256,20897,20830,21027,22321,30
17,Illinois,25,181413,177235,172883,173702,175556,30
18,Indiana,25,84187,83168,82367,84735,86151,30
19,Iowa,25,40357,38601,37237,37195,39121,30
20,Kansas,25,39341,38197,37162,36916,37369,30
21,Kentucky,25,55592,54658,54269,56199,58936,30
22,Louisiana,25,67493,66466,65613,66250,69529,30
23,Maine,25,14747,15046,15134,15512,15438,30
24,Maryland,25,79077,79747,81091,82527,81995,30
25,Massachusetts,25,92382,93788,95126,95129,95296,30
26,Michigan,25,120150,119531,118910,123917,129056,30
27,Minnesota,25,73963,71997,70391,70461,70491,30
28,Mississippi,25,39254,38270,37548,38447,41250,30
29,Missouri,25,80704,80452,78207,78435,81125,30
30,Montana,25,12864,12255,12082,12625,12958,30
31,Nebraska,25,25799,24965,24108,23988,23484,30
32,Nevada,25,37890,37295,37816,39278,41578,30
33,New Hampshire,25,14837,15411,15296,15073,15022,30
34,New Jersey,25,111220,111835,111276,110690,111266,30
35,New Mexico,25,27984,27514,27457,27673,28115,30
36,New York,25,285672,285709,286772,293200,297674,30
37,North Carolina,25,121061,120804,121677,125880,131491,30
38,North Dakota,25,10250,10212,10140,10632,12053,30
39,Ohio,25,145844,145459,145551,150861,154338,30
40,Oklahoma,25,52455,51152,50106,51473,53927,30
41,Oregon,25,52168,51083,50501,51653,54553,30
42,Pennsylvania,25,160718,164078,167602,171960,173047,30
44,Rhode Island,25,13387,13505,14278,15271,15022,30
45,South Carolina,25,59734,59235,60232,63269,67519,30
46,South Dakota,25,11171,10872,10798,11019,10792,30
47,Tennessee,25,82741,81932,81889,85179,90062,30
48,Texas,25,366148,367318,370114,378579,392094,30
49,Utah,25,45937,43220,41570,43496,45912,30
50,Vermont,25,7189,7134,7266,7276,6892,30
51,Virginia,25,109203,110393,110948,111465,113920,30
53,Washington,25,93831,93820,93997,97155,101723,30
54,West Virginia,25,21340,21402,21353,21909,22920,30
55,Wisconsin,25,75425,73216,70307,69646,70110,30
56,Wyoming,25,8183,7844,7798,7784,8433,30
0,United States,26,4098500,4249828,4233660,4242696,4345824,30
1,Alabama,26,60708,62106,61559,61638,63371,30
2,Alaska,26,10092,10778,10870,11081,11542,30
3,Arizona,26,84912,87469,86254,86392,90338,30
5,Arkansas,26,37457,37945,37613,37571,38433,30
6,California,26,534588,554442,552720,558813,581759,30
8,Colorado,26,71573,74038,75289,75639,77647,30
9,Connecticut,26,42235,44032,44493,44809,43583,30
10,Delaware,26,11137,11539,11958,12014,13307,30
11,District of Columbia,26,14190,15191,15413,15307,15030,30
12,Florida,26,231393,242961,243597,248872,259455,30
13,Georgia,26,128253,132922,132536,132156,136228,30
15,Hawaii,26,17435,18180,18848,19474,19494,30
16,Idaho,26,20755,21122,20700,20745,20872,30
17,Illinois,26,177448,181473,177278,173750,173852,30
18,Indiana,26,81639,83922,83054,82968,84755,30
19,Iowa,26,39010,40026,38212,37045,37033,30
20,Kansas,26,38426,38818,38075,36637,36465,30
21,Kentucky,26,54516,54892,54143,53585,55710,30
22,Louisiana,26,65422,67500,66419,65497,66000,30
23,Maine,26,14109,14933,15188,15333,15666,30
24,Maryland,26,76807,80587,80957,82418,83335,30
25,Massachusetts,26,88540,93659,95307,96495,96356,30
26,Michigan,26,114584,118548,118660,117883,122953,30
27,Minnesota,26,72641,74710,72880,71571,71453,30
28,Mississippi,26,38058,39185,38226,37471,38342,30
29,Missouri,26,78128,80416,80109,77965,78215,30
30,Montana,26,12570,12609,12101,11978,12559,30
31,Nebraska,26,25026,25595,24844,23994,23889,30
32,Nevada,26,37507,38535,38274,38871,40392,30
33,New Hampshire,26,14290,14925,15625,15529,15332,30
34,New Jersey,26,107814,112253,112366,112260,111024,30
35,New Mexico,26,27175,28020,27479,27284,27517,30
36,New York,26,273582,289020,288768,289996,295943,30
37,North Carolina,26,117482,121880,121536,122886,126721,30
38,North Dakota,26,9608,10024,10107,10272,10566,30
39,Ohio,26,139524,146196,145459,146399,151510,30
40,Oklahoma,26,51228,52503,51324,50241,51244,30
41,Oregon,26,51446,52356,51390,50928,52356,30
42,Pennsylvania,26,154565,162688,165526,169061,172875,30
44,Rhode Island,26,12940,13493,13641,14264,15369,30
45,South Carolina,26,58209,59353,59027,60407,63730,30
46,South Dakota,26,10852,11199,10815,10908,10990,30
47,Tennessee,26,80739,82954,82871,82601,85905,30
48,Texas,26,358775,372445,373885,377160,386483,30
49,Utah,26,44346,44355,41753,40408,42273,30
50,Vermont,26,6952,7139,7045,7204,7230,30
51,Virginia,26,105985,110838,111937,112298,112314,30
53,Washington,26,92310,95702,95560,95822,99833,30
54,West Virginia,26,20654,21077,21104,21013,21535,30
55,Wisconsin,26,72792,75024,72884,69925,69148,30
56,Wyoming,26,8073,8251,7981,7858,7892,30
0,United States,27,4179712,4126053,4279752,4267316,4276071,30
1,Alabama,27,61324,60234,61818,61179,61062,30
2,Alaska,27,10284,10421,11024,11114,11269,30
3,Arizona,27,87130,85205,87718,86396,86973,30
5,Arkansas,27,38239,37531,38065,37649,37405,30
6,California,27,544068,539347,559694,558765,566290,30
8,Colorado,27,73689,72916,75766,77493,77920,30
9,Connecticut,27,42681,42689,44212,44821,44948,30
10,Delaware,27,11428,11253,11693,12096,12184,30
11,District of Columbia,27,14160,14739,15823,15824,15686,30
12,Florida,27,233753,234315,245849,245913,251477,30
13,Georgia,27,131791,128956,134039,132998,133277,30
15,Hawaii,27,17754,17911,18619,19292,19625,30
16,Idaho,27,21127,20682,21117,20766,20863,30
17,Illinois,27,181455,177171,181422,177764,173625,30
18,Indiana,27,83438,81575,83701,83265,82747,30
19,Iowa,27,39247,38791,39746,38039,36880,30
20,Kansas,27,38897,38179,38642,37756,36400,30
21,Kentucky,27,56099,54435,54627,54153,53429,30
22,Louisiana,27,65680,65561,67547,66221,65506,30
23,Maine,27,14324,14315,15117,15368,15591,30
24,Maryland,27,78514,78210,81925,82178,83088,30
25,Massachusetts,27,88536,89597,94891,96403,97320,30
26,Michigan,27,116542,113751,118079,118514,117638,30
27,Minnesota,27,74377,73019,75271,73659,72300,30
28,Mississippi,27,39079,37699,38726,37904,37123,30
29,Missouri,27,80575,78003,80159,80165,77762,30
30,Montana,27,12721,12485,12539,12159,12052,30
31,Nebraska,27,25545,24911,25582,24834,23929,30
32,Nevada,27,39018,37559,39133,38949,39742,30
33,New Hampshire,27,14707,14403,15038,15880,15693,30
34,New Jersey,27,110447,109537,113815,114270,113643,30
35,New Mexico,27,27538,27308,27957,27457,27225,30
36,New York,27,276079,276147,291017,290785,291217,30
37,North Carolina,27,121532,118397,122429,122857,123719,30
38,North Dakota,27,9670,9595,10136,10451,10389,30
39,Ohio,27,142233,139437,146225,146082,146822,30
40,Oklahoma,27,52744,51244,52825,51622,50424,30
41,Oregon,27,52752,51954,52662,52143,51768,30
42,Pennsylvania,27,157386,156380,164401,166705,170220,30
44,Rhode Island,27,12987,12970,13515,13636,14274,30
45,South Carolina,27,59145,57925,59544,59480,60972,30
46,South Dakota,27,10881,10915,11320,10845,10986,30
47,Tennessee,27,82735,80615,83443,82895,83059,30
48,Texas,27,367830,364600,378317,380154,384587,30
49,Utah,27,45426,43577,43670,41208,39894,30
50,Vermont,27,7010,6939,7085,7005,7165,30
51,Virginia,27,108675,107897,112326,113460,113040,30
53,Washington,27,94624,93600,97606,97017,98211,30
54,West Virginia,27,21808,20767,21135,21188,21031,30
55,Wisconsin,27,73930,72374,74474,72539,69685,30
56,Wyoming,27,8098,8012,8268,8000,7936,30
0,United States,28,4195455,4204882,4152946,4309863,4298220,30
1,Alabama,28,61348,61164,59913,61851,60959,30
2,Alaska,28,9990,10591,10635,11156,11183,30
3,Arizona,28,87643,86882,85340,87935,86884,30
5,Arkansas,28,38305,38341,37573,38022,37532,30
6,California,28,547578,547927,543946,565337,564927,30
8,Colorado,28,74244,75247,74618,77761,79652,30
